gene_id,Sig0alP,tmhmm,SwissProt_ID,SwissProt_Description,Blue1,Blue2,Blue3,Dark1,Dark2,Dark3,Yellow1,Yellow2,Yellow3
g_24106,0,1,NA,NA,2.956701,5.288755,5.276094,0,0,0.196255,0.185546,0,0
g_24107,0,0,NA,NA,7.365941,2.950834,1.5971,0.286359,0,0,0.758004,0.799874,0.355343
g_24108,0,0,NA,NA,10.375246,3.573648,1.083325,0,0,0.118583,0,0,0
g_24109,0,1,Q08980.1,RecName: Full=Probable transport protein YPL264C,12.21376,6.533119,5.16379,0,0.051505,0.064672,0.068026,0.098189,0.089883
g_24111,0,0,Q9HTH5.1,RecName: Full=HTH-type transcriptional regulator CdhR; AltName: Full=Carnitine catabolism transcriptional activator,1.306494,1.568011,1.344187,31.705907,39.505532,41.284473,33.262761,44.299867,56.08128
g_24112,0,0,NA,NA,19.047788,14.592444,16.1796,0.092889,0.165007,0.23135,0.053605,0.163473,0.001817
g_24114,0,0,B0RCZ0.1,RecName: Full=Demethylmenaquinone methyltransferase,9.349805,19.557715,22.121015,0.104811,0.080123,0.500186,0.19549,0.02379,0.378602
g_24115,0,0,P13800.2,RecName: Full=Transcriptional regulatory protein DegU; AltName: Full=Protease production enhancer protein,2.598322,7.509164,4.997201,0.361727,1.542537,1.084197,0.840174,1.638186,0.605907
g_24116,0,0,P0AGD9.1,RecName: Full=Signal recognition particle protein; AltName: Full=Fifty-four homolog >P0AGD8.1 RecName: Full=Signal recognition particle protein; AltName: Full=Fifty-four homolog >P0AGD7.1 RecName: Full=Signal recognition particle protein; AltName: Full=Fifty-four homolog; Short=Ffh; AltName: Full=p48,4.734819,5.304714,4.403146,0.036851,0.152205,0.062134,0.19508,0.060087,0.136558
g_24117,0,0,NA,NA,6.063677,3.61216,3.108843,0.036811,0.033707,0.010927,0.891263,1.035852,0.013847
g_24119,0,0,NA,NA,6.814368,4.382157,4.001092,0.022353,0,0.055681,1.241834,1.312186,0.059394
g_24123,0,0,NA,NA,4.346004,7.019043,5.908519,0.118552,0.102422,0.223029,0.176329,0.104325,0.292635
g_24124,0,0,Q6C1N1.1,RecName: Full=Eukaryotic translation initiation factor 3 subunit D; Short=eIF3d,1.447398,5.467412,5.554301,0.055178,0.049385,0.163633,0,0,0.095884
g_24126,0,0,NA,NA,17.810831,0.754331,0.678372,0.565943,1.136753,0.218647,1.181878,1.335714,0.480974
g_24127,1,0,NA,NA,5.775297,4.057986,5.222296,0.215064,0.387522,0.163247,0.688663,0.601365,1.159486
g_24128,0,0,Q6CEF3.1,RecName: Full=GMP synthase,45.620953,19.78811,18.992593,0.206543,0.048282,0.572917,0.095832,0.388908,0.095821
g_24129,0,0,O94467.1,RecName: Full=Putative NADPH dehydrogenase C23G7.10c; AltName: Full=Old yellow enzyme homolog 3,9.270205,21.230814,22.424055,0.069327,0.062671,0.164649,0,0,0
g_24131,0,0,NA,NA,13.171043,7.591079,6.496405,0.118762,0.060484,0.180638,1.428162,1.870193,0.49115
g_24136,0,0,A0QWW2.1,RecName: Full=Glyceraldehyde-3-phosphate dehydrogenase; Short=GAPDH; AltName: Full=NAD-dependent glyceraldehyde-3-phosphate dehydrogenase,3.763563,18.696757,7.078886,1.202969,0.513472,2.044482,0.989682,1.47111,0.475696
g_24140,0,0,NA,NA,41.937816,94.508471,79.905358,13.432358,16.564984,20.351714,10.859598,13.825772,11.310567
g_24143,0,0,Q12460.1,RecName: Full=Nucleolar protein 56; AltName: Full=Ribosome biosynthesis protein SIK1; AltName: Full=Suppressor of I kappa b protein 1,2.913978,18.872623,22.955577,0.075904,0,0.090608,0,0.054852,0.099348
g_24144,0,1,NA,NA,6.895905,4.744728,4.353229,0.166152,0,0.026335,0.902442,1.043365,0.110529
g_24154,0,0,A8MJJ7.1,RecName: Full=60 kDa chaperonin; AltName: Full=GroEL protein; AltName: Full=Protein Cpn60,2.528825,7.744621,3.816281,0.131916,0.393099,0.709685,0.41355,0.699118,0.61261
g_24156,0,0,Q6IR75.1,RecName: Full=COP9 signalosome complex subunit 2; Short=Signalosome subunit 2,10.482339,5.248879,5.56468,0.046687,0,0.167835,1.188962,1.572115,0.182267
g_24157,0,0,P34552.3,RecName: Full=Apoptosis-linked gene 2-interacting protein X 1; AltName: Full=Prion-like-(Q/N-rich) domain-bearing protein 58; AltName: Full=Protein YNK1,11.361514,3.989013,4.674646,0.196251,0,0.041236,2.471443,2.065562,0.204673
g_24160,0,0,Q9P7E1.1,RecName: Full=Uncharacterized RING finger protein P4H10.07,11.602245,2.559187,1.484893,0.079492,0,0.212863,0.178513,0.111756,0.222735
g_24161,1,0,A4VLQ5.1,RecName: Full=NADH pyrophosphatase,1.521777,1.12185,0.948834,3.010589,3.769975,2.641747,2.892088,1.950498,3.022832
g_24163,0,0,Q2SYI1.1,RecName: Full=dTDP-4-dehydrorhamnose reductase; AltName: Full=dTDP-4-keto-L-rhamnose reductase; AltName: Full=dTDP-6-deoxy-L-lyxo-4-hexulose reductase; AltName: Full=dTDP-6-deoxy-L-mannose dehydrogenase; AltName: Full=dTDP-L-rhamnose synthase,5.359322,2.08034,3.647673,44.171704,15.751695,28.138945,55.234398,37.225118,66.4559
g_24164,0,0,NA,NA,11.580269,9.136942,7.678095,0.206382,0.057529,0.065877,2.245408,3.182509,0.155214
g_24165,0,0,NA,NA,9.965966,28.972591,14.690504,0.374368,0.636034,0.576696,0.313485,0.401133,0.22319
g_24166,0,1,Q9Y1W0.1,RecName: Full=Delta(5) fatty acid desaturase A; Short=Delta-5 fatty acid desaturase A,28.297854,16.056729,17.750393,0.143435,0.054814,0.048751,1.08248,0.924981,0.2041
g_24167,0,0,O74976.1,RecName: Full=Putative peroxisomal-coenzyme A synthetase,9.766507,16.198657,14.144041,0.047737,0.094462,0.152501,0,0,0.072373
g_24172,0,0,P43609.1,RecName: Full=Chromatin structure-remodeling complex protein RSC8; AltName: Full=Remodel the structure of chromatin complex subunit 8; AltName: Full=SWI3 homolog,13.771233,3.621907,2.329521,0.054671,0.109973,0.057863,0,0.055102,0.087545
g_24177,1,1,NA,NA,9.789831,5.89463,3.761076,0.449071,0.496351,0.293837,0.155779,0.726762,0.468104
g_24182,0,0,A6GZJ6.1,RecName: Full=Shikimate kinase; Short=SK,15.616148,33.237635,30.954315,4.043963,3.208002,2.480072,3.04054,3.44829,2.543594
g_24183,0,0,Q42290.2,"RecName: Full=Probable mitochondrial-processing peptidase subunit beta, mitochondrial; AltName: Full=Beta-MPP; Flags: Precursor",69.920482,31.645957,40.790175,0.847055,0.30368,0.202806,7.180967,7.313295,1.104971
g_24185,0,0,Q8MP06.1,RecName: Full=Senecionine N-oxygenase; Short=SNO; Flags: Precursor,3.436637,9.479124,7.700076,0.703945,0.971733,0.530217,1.308832,0.737362,1.089172
g_24187,0,0,Q07736.1,RecName: Full=Type I restriction enzyme EcoAI R protein; Short=R.EcoAI,66.057724,56.874848,77.047724,0.308079,0.522675,1.035636,0.477523,0.242155,0.139879
g_24188,0,0,A4VS60.1,RecName: Full=Bifunctional protein GlmU; Includes: RecName: Full=UDP-N-acetylglucosamine pyrophosphorylase; AltName: Full=N-acetylglucosamine-1-phosphate uridyltransferase; Includes: RecName: Full=Glucosamine-1-phosphate N-acetyltransferase,7.501747,4.569499,4.149029,20.67379,23.366118,11.284332,16.284873,10.775136,14.837164
g_24195,0,0,Q5R9G4.3,RecName: Full=Exportin-7; Short=Exp7,6.475133,2.40614,2.845549,0.080818,0,0,0.568565,0.802826,0.169038
g_24196,0,0,O59763.1,RecName: Full=Serine/threonine-protein kinase oca2,16.832417,11.079723,7.788103,0.143211,0,0.163719,0.043766,0,0.041706
g_24198,0,0,NA,NA,1.688953,4.007012,1.988572,0,0.161192,0,0.55001,0.691488,0.09348
g_24201,1,0,Q9JYE1.1,RecName: Full=Copper-containing nitrite reductase; Flags: Precursor,3.138687,4.445309,3.794884,0.233329,0.148129,0,0,0.252984,0
g_24203,0,1,Q02731.1,RecName: Full=Exopolysaccharide production protein ExoY,4.503405,8.068641,10.243552,0.093121,0,0.041378,0.010021,0,0.098393
g_24204,0,0,P40010.1,RecName: Full=Nuclear GTP-binding protein NUG1; AltName: Full=Nuclear GTPase 1,1.65424,18.202091,21.709969,0,0.104614,0.130468,0,0.052559,0.076869
g_24205,0,1,NA,NA,6.047319,1.489337,1.405961,0,0,0,0.108544,0,0
g_24206,0,1,NA,NA,2.176218,3.702863,3.204767,0.026539,0,0,0.772899,1.18707,0
g_24211,0,0,P30614.3,RecName: Full=Pyruvate kinase; Short=PK,33.11239,13.649777,10.925933,0,0.095252,0.146604,0.118716,0,0.151046
g_24213,0,0,NA,NA,3.694846,7.155573,8.074909,0.165776,0,0,0.599578,1.272889,0
g_24215,0,1,P04164.3,RecName: Full=Cytochrome c-552; AltName: Full=Cytochrome c552,1.259439,3.694636,5.724173,0.283028,0.250368,0.126082,0.042566,0.053904,0.291508
g_24216,0,0,A6ZZG0.1,RecName: Full=Cell wall mannoprotein PIR1; AltName: Full=Covalently-linked cell wall protein 6; AltName: Full=Protein with internal repeats 1; Flags: Precursor,3.864116,7.575415,8.03309,0.01874,0,0.398423,0,0,0
g_24218,1,0,NA,NA,5.564717,8.405217,8.745764,0.227382,0.150167,0.77999,0.163529,0.161374,0.295119
g_24220,0,0,P32047.2,RecName: Full=Protein MLF3; AltName: Full=Multicopy suppressor of leflunomide sensitivity 3,7.417733,5.039852,4.541584,0.237929,0.157159,0.328258,0.453198,0.149015,0
g_24225,1,0,NA,NA,3.323036,11.331486,9.716561,1.59072,0.42779,0.585051,1.810364,2.270579,2.442962
g_24230,0,1,P40896.1,RecName: Full=Uncharacterized protein YJL213W,2.388829,3.403974,2.200964,78.115203,90.102381,95.751856,81.669751,90.299256,145.576713
g_24231,0,1,NA,NA,4.073491,8.132802,6.673568,0.223617,0,1.009577,0.410393,0.283814,0
g_24232,0,0,NA,NA,1.738072,2.58872,2.131662,50.732273,43.248471,54.45825,45.988186,37.38255,39.591129
g_24235,0,1,NA,NA,11.117216,14.442078,9.643205,0.394017,0.356503,1.155633,0.099235,0.117433,0.091088
g_24238,0,0,NA,NA,44.267359,16.198079,21.605288,0.416648,0.234334,0.140916,8.361303,6.411299,1.000446
g_24240,0,0,NA,NA,3.699411,4.22496,2.982009,0.174289,0.021308,0.110039,0.053627,0.042412,0
g_24241,0,0,NA,NA,3.03944,5.966352,3.5767,0.314876,0.398739,0.035403,0.050198,0.150982,0.048497
g_24242,0,0,Q940M2.1,"RecName: Full=Alanine--glyoxylate aminotransferase 2 homolog 1, mitochondrial; AltName: Full=Beta-alanine-pyruvate aminotransferase 1; Flags: Precursor",13.404105,8.047577,8.157878,0.019585,0.032737,0,2.787211,2.845831,0.290393
g_24244,1,0,P08417.2,"RecName: Full=Fumarate hydratase, mitochondrial; Short=Fumarase; Flags: Precursor",69.201277,19.790248,13.471241,0.200498,0.101479,0.162414,0.044262,0.052817,0.083692
g_24245,0,0,A4VH14.1,RecName: Full=3-dehydroquinate synthase; Short=DHQS,5.958198,7.99431,7.602352,0.242455,0.480447,0.103305,0.463083,0.216713,0.164404
g_24246,0,0,Q83CM5.1,RecName: Full=Bifunctional NAD(P)H-hydrate repair enzyme Nnr; AltName: Full=Nicotinamide nucleotide repair protein; Includes: RecName: Full=ADP-dependent (S)-NAD(P)H-hydrate dehydratase; AltName: Full=ADP-dependent NAD(P)HX dehydratase; Includes: RecName: Full=NAD(P)H-hydrate epimerase; AltName: Full=NAD(P)HX epimerase,2.830856,2.174416,2.203382,4.241896,3.870727,2.576638,3.174716,3.869811,5.792499
g_24248,0,0,NA,NA,9.21581,19.691668,15.349069,2.547906,2.579729,3.582112,2.056046,3.135167,2.454169
g_24250,0,0,P47139.2,RecName: Full=Uncharacterized protein YJR098C,3.249643,3.14162,3.13137,0,0.024531,0.094347,0.092812,0,0
g_24253,0,0,Q54SE2.1,RecName: Full=1-Cys peroxiredoxin; AltName: Full=Thiol-specific antioxidant; AltName: Full=Thioredoxin peroxidase,2.553747,10.431106,9.096128,0,0.16384,0.084243,0.040768,0.0354,0.046374
g_24255,0,0,NA,NA,9.050667,3.895244,1.691768,0.926676,1.179735,0.621079,0.557606,0.655444,0.480053
g_24257,0,1,P53049.1,RecName: Full=Oligomycin resistance ATP-dependent permease YOR1,6.125494,3.145802,2.625254,0,0,0.068388,0,0,0
g_24261,0,0,NA,NA,1.344777,1.962731,1.816814,44.120501,47.697978,28.007939,24.589774,27.95984,37.216588
g_24262,0,1,O13332.2,RecName: Full=Inositol phosphorylceramide synthase; Short=IPC synthase; AltName: Full=Aureobasidin A resistance protein homolog; AltName: Full=Phosphatidylinositol:ceramide phosphoinositol transferase,17.922385,5.948311,3.958963,0,0,0.13736,0.097809,0.119155,0.036053
g_24263,0,0,NA,NA,5.504593,1.874382,1.567896,3.911192,5.154876,4.53574,3.900338,2.878249,5.346528
g_24267,0,0,NA,NA,32.820862,16.549353,16.977503,1.461345,0.67023,0.606858,2.211729,1.924849,2.273954
g_24269,0,0,P0ADV6.1,RecName: Full=Luciferase-like monooxygenase >P0ADV5.1 RecName: Full=Luciferase-like monooxygenase,4.120346,11.483502,5.39947,0.013735,0.318061,0.222909,0.267795,0.136718,0.334717
g_24272,0,0,Q8ZPK4.1,RecName: Full=Osmoprotectant import ATP-binding protein OsmV,6.736959,9.519232,13.419775,0.065055,0,0.204234,0,0,0
g_24274,0,0,P0A191.1,RecName: Full=High-affinity branched-chain amino acid transport ATP-binding protein LivF; AltName: Full=LIV-I protein F >P0A192.1 RecName: Full=High-affinity branched-chain amino acid transport ATP-binding protein LivF; AltName: Full=LIV-I protein F,0.425329,0.352341,0.338499,11.346249,13.998882,8.924181,7.850079,6.920627,15.00845
g_24275,0,0,NA,NA,4.049931,5.951616,5.732475,0.037801,0.090225,0.249858,0.064218,0.325525,0
g_24277,0,0,Q6CIL8.1,RecName: Full=Glucose transport transcription regulator RGT1; AltName: Full=Restores glucose transport protein 1,66.246877,11.779475,6.554935,0.211752,0.727097,0.949108,0.209453,0.344391,0.303815
g_24278,0,0,Q8Y016.1,RecName: Full=23S rRNA (guanosine-2'-O-)-methyltransferase RlmB; AltName: Full=23S rRNA (guanosine2251 2'-O)-methyltransferase; AltName: Full=23S rRNA Gm2251 2'-O-methyltransferase,1.600157,3.609081,2.376291,0.800298,0.312319,0.222578,0.193557,0.12166,0.267472
g_24279,0,0,NA,NA,1.89751,4.60509,2.573978,0.210888,0.416801,0.173954,0.133918,0.486419,0
g_24282,1,0,NA,NA,11.251298,22.865892,22.946793,4.066102,4.801371,2.32099,3.745475,4.768819,3.631626
g_24284,0,0,Q4JV82.1,RecName: Full=tRNA dimethylallyltransferase; AltName: Full=Dimethylallyl diphosphate:tRNA dimethylallyltransferase; Short=DMAPP:tRNA dimethylallyltransferase; Short=DMATase; AltName: Full=Isopentenyl-diphosphate:tRNA isopentenyltransferase; Short=IPP transferase; Short=IPPT; Short=IPTase,7.945577,11.392116,12.994338,0.040627,0.074139,0.471733,0.014543,0.050406,0.080844
g_24290,0,0,NA,NA,3.767604,6.357269,3.532455,12.969322,12.155187,25.179989,19.461258,6.808132,7.338927
g_24291,0,0,Q9HX91.1,RecName: Full=Uncharacterized protein PA3922; Flags: Precursor,72.510511,65.780289,33.361505,0.807768,0.71289,0.267506,0.409394,0.217747,0.307743
g_24294,0,0,I3R637.1,RecName: Full=Assimilatory ferredoxin-dependent nitrite reductase; Short=NiR; AltName: Full=Ferredoxin:nitrite reductase,2.455354,3.49568,2.859832,0.231429,0.547754,0.468868,0.612069,1.276487,0.170997
g_24296,0,0,NA,NA,2.164249,5.703876,5.481536,0.69687,1.783494,0.994452,0.596497,0.455255,0.826815
g_24300,0,0,Q9I310.1,RecName: Full=Uncharacterized signaling protein PA1727,3.305684,2.170044,2.396489,90.399705,110.294733,153.492069,49.195672,48.492174,56.639695
g_24305,0,0,NA,NA,3.321392,4.508586,3.329805,115.862562,135.442488,137.433834,106.249024,106.829377,144.776769
g_24306,0,0,P35191.1,"RecName: Full=DnaJ homolog 1, mitochondrial; Flags: Precursor",6.225231,6.712668,10.34516,0.019696,0.190224,0.327872,0.086392,0.242434,0.014759
g_24307,0,0,P0A9W9.1,RecName: Full=Protein YrdA >P0A9X0.1 RecName: Full=Protein YrdA,2.546164,2.364677,1.798488,5.744148,5.590531,3.546989,7.128579,2.394348,5.285947
g_24312,0,0,Q55702.1,RecName: Full=Uncharacterized oxidoreductase slr0229,4.763236,2.819429,1.771739,6.910936,6.524119,4.950385,5.329644,7.219771,11.918994
g_24318,0,0,P40230.2,RecName: Full=Casein kinase I homolog RAG8,2.897934,3.661476,3.48905,0,0,0.010186,0,0.14431,0.062875
g_24319,0,0,NA,NA,6.467857,3.861817,5.107383,0.120598,0.198255,0.452601,0.111074,0.061241,0.062966
g_24321,0,0,Q10359.1,"RecName: Full=Alpha-1,2-galactosyltransferase gmh3",23.181101,13.095551,9.160437,0.055574,0,0.047639,0.078979,0.057968,0
g_24327,0,0,NA,NA,1.534652,1.347667,1.424708,40.469785,85.135039,27.569328,18.961555,21.600198,16.520636
g_24328,0,0,NA,NA,540.631149,665.387591,514.352536,20636.82295,18656.70975,13139.02883,12111.04503,22039.29153,21877.47147
g_24329,0,0,NA,NA,4.014468,4.69964,4.049167,0.454063,0.204555,0.450392,0,0,0
g_24338,0,0,O30612.1,RecName: Full=ATP-dependent Clp protease proteolytic subunit 2; AltName: Full=Endopeptidase Clp 2,6.491614,12.058393,11.514032,1.807979,4.030895,2.48794,3.926299,5.139918,3.65944
g_24341,1,0,NA,NA,3.238308,4.307312,5.226769,0.477269,0.489844,0.321221,0.158975,0.754359,0.448655
g_24342,0,0,P07642.1,RecName: Full=Arabinose operon regulatory protein,2.692155,2.800023,3.846429,0.41321,0.613363,0.308273,0.535531,0.726522,0.359752
g_24343,1,1,P55059.1,RecName: Full=Protein disulfide-isomerase; Short=PDI; Flags: Precursor,72.726062,46.738418,52.172413,0.638535,0.132461,0.273319,12.34785,13.845944,0.391003
g_24344,0,0,P0AF68.1,RecName: Full=tRNA threonylcarbamoyladenosine biosynthesis protein TsaE; AltName: Full=t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE >P0AF67.1 RecName: Full=tRNA threonylcarbamoyladenosine biosynthesis protein TsaE; AltName: Full=t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE >P0AF69.1 RecName: Full=tRNA threonylcarbamoyladenosine biosynthesis protein TsaE; AltName: Full=t(6)A37 threonylcarbamoyladenosine biosynthesis protein TsaE,0.857201,4.556594,6.084941,0.114389,0.103406,0.088315,0.090056,0.103904,0.306642
g_24345,0,0,Q03124.1,RecName: Full=Chromatin structure-remodeling complex subunit RSC9; AltName: Full=RSC complex subunit RSC9; AltName: Full=Remodel the structure of chromatin complex subunit 9,1.648724,4.591322,5.852035,0,0,0,0,0.050039,0
g_24346,0,0,P14198.3,RecName: Full=AAC-rich mRNA clone AAC4 protein,1.716629,3.664475,3.48589,0.215161,0.265724,0.035803,1.321963,1.401585,0.252301
g_24347,0,0,A4VLX7.1,RecName: Full=Ubiquinone biosynthesis O-methyltransferase; AltName: Full=2-polyprenyl-6-hydroxyphenol methylase; AltName: Full=3-demethylubiquinone 3-O-methyltransferase,6.309956,6.394352,4.258461,0,0.253703,0.391585,0.158391,0,0.158975
g_24350,0,1,A5JYX5.1,RecName: Full=Protein dhs-3; AltName: Full=Alcohol dehydrogenase dhs-3,5.324748,4.545148,4.135653,0.059088,0.082843,0,1.577123,1.154929,0.147724
g_24351,0,0,NA,NA,5.201738,2.304787,2.543686,6.80377,4.169504,18.115228,13.106941,18.084003,18.2258
g_24353,0,0,Q9BRP1.1,RecName: Full=Programmed cell death protein 2-like,8.692278,4.433333,4.721571,0,0.05922,0.330089,0.103148,0.142648,0.058666
g_24354,0,1,Q6I628.2,RecName: Full=CDP-diacylglycerol--serine O-phosphatidyltransferase 2; AltName: Full=Phosphatidylserine synthase 2,4.307423,2.639599,2.403197,0.117956,0,0.111921,0.45275,1.044967,0
g_24358,0,0,NA,NA,5.789738,7.904567,7.146205,1.840684,0.969765,1.953924,3.873918,2.811902,2.062114
g_24360,0,0,NA,NA,48.786178,86.195598,65.805699,0.720942,0.260786,0.922103,2.288026,1.378966,1.541231
g_24363,0,0,P53011.1,RecName: Full=Nucleoporin SEH1; AltName: Full=Nuclear pore protein SEH1; AltName: Full=SEC13 homolog 1,6.862395,3.015402,2.024786,0,0,0.049891,0,0,0
g_24364,0,0,P0A960.1,RecName: Full=Glutamate-pyruvate aminotransferase AlaA >P0A959.1 RecName: Full=Glutamate-pyruvate aminotransferase AlaA >P0A961.1 RecName: Full=Glutamate-pyruvate aminotransferase AlaA,2.891767,2.491477,4.143932,0.002713,0.14813,0.171824,0.129006,0.043073,0.22012
g_24365,0,0,NA,NA,4.480588,7.166042,5.423958,0.451614,0.277706,0.834374,0.383319,0.490896,0.473547
g_24368,0,0,E1V7V8.1,RecName: Full=Aspartate-semialdehyde dehydrogenase (Non-phosphorylating),7.496611,11.96307,12.896684,3.430625,4.297221,3.754823,4.127263,6.120585,3.593256
g_24370,1,1,NA,NA,5.404606,5.526302,6.374139,0,0,0.076033,0.648664,0.889028,0
g_24372,0,0,Q12220.1,RecName: Full=U3 small nucleolar RNA-associated protein 12; Short=U3 snoRNA-associated protein 12; AltName: Full=DOM34-interacting protein 2; AltName: Full=U three protein 12,0.859201,4.119628,3.889279,0.055824,0,0.129728,0.149515,0,0
g_24382,0,0,Q6BQ61.2,RecName: Full=ATP-dependent rRNA helicase RRP3,1.415894,11.256025,11.834523,0,0,0,0,0,0.157563
g_24384,0,0,Q6BXF6.1,RecName: Full=T-complex protein 1 subunit delta; Short=TCP-1-delta; AltName: Full=CCT-delta,11.894,4.845327,4.66848,0,0.052104,0.303394,0.071522,0,0.048883
g_24386,0,0,Q00816.1,RecName: Full=Resistance to glucose repression protein 1; AltName: Full=Protein HEX2; AltName: Full=Second-site suppressor of the rna1-1 mutation 1,60.6739,91.462232,83.641839,0.540764,0.785331,0.859441,0.667672,0.119364,0.420101
g_24387,0,0,NA,NA,56.286144,47.444971,30.607123,0.572337,0.635249,1.994891,0.286765,0.525835,0.549258
g_24388,0,0,NA,NA,8.148482,4.666094,3.872536,0.361095,0.022215,0.042759,1.102359,1.959067,0.166533
g_24391,0,1,P35841.2,RecName: Full=Chemoreceptor protein A,1.196632,1.387968,0.754533,1.42716,3.118314,1.126322,1.303234,1.255029,1.494517
g_24392,0,1,P0ACV1.1,RecName: Full=Lipid A biosynthesis lauroyltransferase; AltName: Full=Kdo(2)-lipid IV(A) lauroyltransferase >P0ACV0.1 RecName: Full=Lipid A biosynthesis lauroyltransferase; AltName: Full=Kdo(2)-lipid IV(A) lauroyltransferase,3.150883,1.435389,1.344,2.920138,3.517392,2.015066,2.894556,2.895676,3.127394
g_24393,0,0,NA,NA,8.673142,10.234563,9.026201,0.069651,0.126032,0.323094,0.590203,0.371263,0.062376
g_24396,0,0,NA,NA,25.981651,11.257785,11.95658,0,0.04507,0,0,0,0
g_24397,0,0,P17078.3,RecName: Full=60S ribosomal protein L35 >Q6ZWV7.1 RecName: Full=60S ribosomal protein L35,3.401118,3.775903,4.404995,0,0.099708,0,0,0,0.421918
g_24398,0,1,NA,NA,2.516409,2.372806,2.425436,45.258295,44.761586,59.585915,52.685518,36.428817,47.636332
g_24399,0,0,P10869.2,RecName: Full=Aspartokinase; AltName: Full=Aspartate kinase,5.979408,5.540217,6.299053,0,0,0.032918,0,0,0
g_24404,0,0,NA,NA,4.937807,10.059657,8.124633,56.752409,79.016304,58.796398,73.209495,58.893834,73.706056
g_24406,0,0,NA,NA,4.325084,7.21289,6.303353,1.492088,2.184057,1.125555,1.081609,1.513071,0.457201
g_24408,0,1,Q08967.1,RecName: Full=Flavin carrier protein 1; AltName: Full=Bypass of PAM1 protein 1; AltName: Full=FAD transporter 1; AltName: Full=Heme utilization factor 1; AltName: Full=TRP-like ion channel protein FLC1; Flags: Precursor,3.496006,4.77529,4.251597,0,0.250776,0.046048,0,0.112436,0.053591
g_24409,0,0,P42620.1,RecName: Full=Glutathionyl-hydroquinone reductase YqjG; Short=GS-HQR,5.37737,2.64424,3.1063,6.407096,4.934817,11.23134,5.16693,13.507584,22.954215
g_24411,0,0,P09624.1,"RecName: Full=Dihydrolipoyl dehydrogenase, mitochondrial; AltName: Full=Dihydrolipoamide dehydrogenase; AltName: Full=Glycine decarboxylase complex subunit L; AltName: Full=Lipoamide dehydrogenase component of pyruvate dehydrogenase complex; AltName: Full=Pyruvate dehydrogenase complex E3 component; Flags: Precursor",66.926398,23.96574,17.411466,0.086526,0.155066,0.692938,0.42859,0.376845,0.259313
g_24412,0,0,P30614.3,RecName: Full=Pyruvate kinase; Short=PK,55.090271,23.037943,14.046589,0.216841,0.194691,0.316779,0.087531,0.079548,0.049784
g_24414,0,0,NA,NA,6.676931,7.478904,4.519379,159.090675,231.363558,218.513899,250.307383,121.208419,228.179611
g_24415,0,0,NA,NA,5.379559,11.661134,9.084647,0.354116,0.374094,0.378567,0.387658,0.414508,0
g_24417,0,0,NA,NA,2.677583,2.77135,3.50374,0,0.050254,0.042919,0.138253,0,0.217269
g_24420,0,0,Q12038.1,RecName: Full=Lethal(2) giant larvae protein homolog SRO7; AltName: Full=Polarity protein SRO7; AltName: Full=Sodium protection protein 1; AltName: Full=Suppressor of RHO3 protein 7,5.825457,1.758765,1.057414,0,0,0.172104,0.115211,0.039428,0.049784
g_24421,0,0,NA,NA,2.760679,3.262013,2.820791,26.046663,40.402973,12.849467,13.56413,10.244794,4.040987
g_24422,0,1,Q5APF0.1,RecName: Full=Ribosome biogenesis protein YTM1,17.943066,10.317343,9.707083,0,0.052749,0.045201,0.046092,0,0
g_24424,0,0,P21957.1,RecName: Full=Transcriptional repressor OPI1; AltName: Full=Negative regulator of phospholipid biosynthesis; AltName: Full=Overproducer of inositol protein 1,2.777004,4.288482,4.203558,0,0.074353,0,0,0,0
g_24429,0,1,P25197.2,RecName: Full=Nodulation protein NolG; Flags: Precursor,2.172489,4.29067,3.34765,0.185548,0.050254,0.028992,0.131297,0.465874,0.145396
g_24432,0,1,Q754B9.2,"RecName: Full=Delta(7)-sterol 5(6)-desaturase; AltName: Full=C-5 sterol desaturase; AltName: Full=Ergosterol Delta(5,6) desaturase; AltName: Full=Sterol-C5-desaturase",3.621578,9.005814,8.633061,0.064431,0,0.153683,0.093203,0.148619,0.070836
g_24433,0,1,P54925.2,RecName: Full=Probable periplasmic serine endoprotease DegP-like; AltName: Full=Antigen HtrA; AltName: Full=Protease Do; Flags: Precursor,21.564628,59.34063,29.963719,0.47602,1.053666,1.372223,0.590901,0.640017,0.597119
g_24435,0,0,Q5AJU7.2,RecName: Full=AP-1-like transcription factor CAP1,18.233264,12.407595,11.905978,0.334026,0.241322,0.462431,0.067465,0.090621,0.071519
g_24443,0,0,E9FCP7.2,RecName: Full=L-aspartate decarboxylase dtxS4; AltName: Full=Destruxin synthesis protein 4,27.080082,7.389615,3.715558,0.426749,0.237401,1.83167,1.031664,0.543876,0.548534
g_24446,0,0,NA,NA,4.349095,12.409024,7.197082,0.304517,0.15982,0.322815,0.258262,0.246609,1.131467
g_24448,0,0,NA,NA,1.519839,1.902217,1.145784,192.488629,147.685735,82.64622,122.8685,157.623913,207.966024
g_24450,0,0,A5H0J2.1,"RecName: Full=Urea amidolyase; AltName: Full=Pyrimidine-degrading protein 13,15; AltName: Full=Uracil catabolism protein 3,5; Includes: RecName: Full=Urea carboxylase; Includes: RecName: Full=Allophanate hydrolase",3.838332,4.120549,2.503384,0,0.031401,0.03823,0,0,0
